Chemoeffectors,Response,SMILES,Iso_SMILES,RDKit_Mol,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
2-deoxy-D-ribose,attractant,C(C=O)C(C(CO)O)O,C(C=O)[C@@H]([C@@H](CO)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D94430>,9.682908163265306,9.682908163265306,0.13717592592592598,-1.1988888888888891,0.3999448716651023,16.77777777777778,134.131,124.05099999999997,134.0579088,54,0,0.12217216724678744,-0.39358086616442006,0.39358086616442006,0.12217216724678744,1.3333333333333333,1.8888888888888888,2.2222222222222223,16.352755870955715,10.153984653260714,2.1264437554076414,-2.1058682840966187,1.938558936609193,-2.2879259888062653,5.496765176263923,-0.11139179924350365,1.8698908866718091,3.436968772401509,74.10749561002055,7.276020881938894,4.89615344690571,4.89615344690571,4.218744015013406,2.6264060106315985,2.6264060106315985,1.7196384023583522,1.7196384023583522,0.9689278211347818,0.9689278211347818,0.3773478619858014,0.3773478619858014,-0.44999999999999996,86.01498078690322,8.550000000000002,4.430954823706441,3.181271160357034,52.74324284204777,20.11411936859394,12.390126910877857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,12.71084835226122,20.11411936859394,6.286160523129555,0.0,0.0,0.0,18.628754398422615,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.420557447661196,4.794537184071822,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,77.76,18.814814740009524,4.794537184071822,0.0,6.4208216229260096,6.286160523129555,0.0,0.0,0.0,0.0,0.0,15.319582184522117,0.0,0.0,9.682908163265306,25.48098072562358,0.0,0.0,0.0,-1.9783796296296297,-0.5188425925925926,0.0,0.8,9,3,4,0,0,0,0,0,0,0,2,0,4,3,4,0,4,0,0,0,0,0,4.20940708252112,0,-1.7105,29.780399999999986,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-arabitol,none,C(C(C(C(CO)O)O)O)O,C([C@H](C([C@@H](CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D944A0>,8.766203703703704,8.766203703703704,0.6406481481481481,-1.4907407407407411,0.2963895134660185,17.4,152.146,140.04999999999998,152.068473484,62,0,0.11019804516401113,-0.39357913693569924,0.39357913693569924,0.11019804516401113,0.8,1.1,1.3,16.384318468675577,10.110194655600958,2.2218604078542623,-2.185681291265345,1.9747605761209406,-2.407519147337491,4.726995434154108,-0.09001222366072167,1.9971193095921398,3.6854065340133433,66.10749561002055,8.146264369941973,5.382332347441763,5.382332347441763,4.629427617536365,2.8902154488695517,2.8902154488695517,1.9904361478610724,1.9904361478610724,1.1625677910153454,1.1625677910153454,0.47242821474919294,0.47242821474919294,-0.2,139.79835167144978,9.8,4.590123456790124,2.5902901465096244,58.17018824639603,25.532636974203527,18.31189916324491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,25.532636974203527,0.0,0.0,0.0,0.0,18.31189916324491,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.05830006647427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.15,31.525663092270744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.532636974203527,0.0,0.0,0.0,42.57361111111111,0.0,0.0,0.0,-4.292314814814816,-1.2812962962962962,0.0,1.0,10,5,5,0,0,0,0,0,0,0,2,0,5,5,5,0,4,0,0,0,0,0,4.498320987654322,0,-2.9462999999999995,32.191999999999986,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-arabitol,attractant,C(C(C(C(CO)O)O)O)O,C([C@@H](C([C@H](CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D94510>,8.766203703703704,8.766203703703704,0.6406481481481481,-1.4907407407407411,0.2963895134660185,17.4,152.146,140.04999999999998,152.068473484,62,0,0.11019804516401113,-0.39357913693569924,0.39357913693569924,0.11019804516401113,0.8,1.1,1.3,16.384318468675577,10.110194655600958,2.2218604078542623,-2.185681291265345,1.9747605761209406,-2.407519147337491,4.726995434154108,-0.09001222366072167,1.9971193095921398,3.6854065340133433,66.10749561002055,8.146264369941973,5.382332347441763,5.382332347441763,4.629427617536365,2.8902154488695517,2.8902154488695517,1.9904361478610724,1.9904361478610724,1.1625677910153454,1.1625677910153454,0.47242821474919294,0.47242821474919294,-0.2,139.79835167144978,9.8,4.590123456790124,2.5902901465096244,58.17018824639603,25.532636974203527,18.31189916324491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,25.532636974203527,0.0,0.0,0.0,0.0,18.31189916324491,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.05830006647427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.15,31.525663092270744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.532636974203527,0.0,0.0,0.0,42.57361111111111,0.0,0.0,0.0,-4.292314814814816,-1.2812962962962962,0.0,1.0,10,5,5,0,0,0,0,0,0,0,2,0,5,5,5,0,4,0,0,0,0,0,4.498320987654322,0,-2.9462999999999995,32.191999999999986,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ribitol,none,C(C(C(C(CO)O)O)O)O,C([C@H](C([C@H](CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D94580>,8.766203703703704,8.766203703703704,0.6406481481481481,-1.4907407407407411,0.2963895134660185,20.1,152.146,140.04999999999998,152.068473484,62,0,0.11019804516401113,-0.39357913693569924,0.39357913693569924,0.11019804516401113,0.8,1.1,1.3,16.384318468675577,10.110194655600958,2.2218604078542623,-2.185681291265345,1.9747605761209406,-2.407519147337491,4.726995434154108,-0.09001222366072167,1.9971193095921398,3.6854065340133433,66.10749561002055,8.146264369941973,5.382332347441763,5.382332347441763,4.629427617536365,2.8902154488695517,2.8902154488695517,1.9904361478610724,1.9904361478610724,1.1625677910153454,1.1625677910153454,0.47242821474919294,0.47242821474919294,-0.2,139.79835167144978,9.8,4.590123456790124,2.5902901465096244,58.17018824639603,25.532636974203527,18.31189916324491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,25.532636974203527,0.0,0.0,0.0,0.0,18.31189916324491,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.05830006647427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.15,31.525663092270744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.532636974203527,0.0,0.0,0.0,42.57361111111111,0.0,0.0,0.0,-4.292314814814816,-1.2812962962962962,0.0,1.0,10,5,5,0,0,0,0,0,0,0,3,0,5,5,5,0,4,0,0,0,0,1,4.498320987654322,0,-2.9462999999999995,32.191999999999986,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-ribonate,none,C(C(C(C(C(=O)[O-])O)O)O)O,C([C@H]([C@H]([C@H](C(=O)[O-])O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D945F0>,9.847260015117158,9.847260015117158,0.8278703703703703,-2.183194444444444,0.3349786356745831,18.90909090909091,165.121,156.04899999999998,165.04046158791002,66,0,0.1217383641993905,-0.5472091713643283,0.5472091713643283,0.1217383641993905,1.3636363636363635,1.8181818181818181,2.090909090909091,16.4212210951003,10.102941531447597,2.239533642189272,-2.2110024825368364,1.9765624980719134,-2.488424974973757,5.699660913254557,-0.31937009807961964,1.996624029577288,4.0049710457124625,124.0,9.01650785794505,5.544508551682984,5.544508551682984,5.00210641759854,2.862662817447527,2.862662817447527,2.004387221064542,2.004387221064542,1.1462695216985577,1.1462695216985577,0.45784660602714305,0.45784660602714305,-0.6900000000000002,197.6657789281515,10.31,4.242634533949337,2.8082018682958143,62.33171034643979,30.327174158275348,18.31189916324491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,30.327174158275348,5.969305287951849,0.0,0.0,0.0,18.31189916324491,6.606881964512918,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,51.31419599507249,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,121.05000000000001,30.888086415709672,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.426109579362823,0.0,0.0,9.847260015117158,43.83241591080878,0.0,-1.8981481481481477,0.0,-5.786990740740741,-0.8278703703703703,0.0,0.8,11,4,6,0,0,0,0,0,0,0,3,0,6,4,6,0,4,0,0,0,0,0,3.9765056404561516,0,-4.188699999999999,30.113199999999985,1,4,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adenosine,attractant,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D94660>,9.950183767951625,9.950183767951625,0.2180494404551947,-1.1891298185941046,0.4905198676792233,31.105263157894736,267.245,254.14099999999996,267.096753896,102,0,0.16713850593534102,-0.39356685392664126,0.39356685392664126,0.16713850593534102,1.263157894736842,2.0526315789473686,2.736842105263158,16.562526615587426,10.128486981496428,2.4344840649940416,-2.157864136195812,2.3102883813046216,-2.326305057189559,5.806596802973701,-0.05106624743929153,2.943194274176826,2.035435145869755,574.73587750948,13.568549621822841,9.787302124477499,9.787302124477499,9.1302289553358,5.686375131096591,5.686375131096591,4.311819367749401,4.311819367749401,3.1783830976497818,3.1783830976497818,2.1660908223461037,2.1660908223461037,-1.81,35227.092267622436,12.23544093091737,4.3842388535215,1.7476128588760207,106.84616010324278,25.790112615484354,30.155919955625706,17.692941169337626,0.0,0.0,0.0,4.567099647791355,14.951935562841626,0.0,0.0,0.0,0.0,0.0,12.934202039277459,20.056445138322168,16.98174071621902,0.0,19.51903521063298,0.0,24.539800333979777,12.340549441675103,12.654640149529083,0.0,0.0,5.733667477162185,5.817862777835028,0.0,0.0,59.75739852291291,4.736862953800049,0.0,6.22790117073487,12.654640149529083,0.0,11.16387793838399,0.0,139.54000000000002,31.146682298492696,10.213054789681411,0.0,5.817862777835028,11.16387793838399,0.0,17.22173979732044,0.0,0.0,14.951935562841626,15.577057825802939,6.854490740740741,0.0,11.892376700680273,28.737643350550098,6.444158005794912,0.2180494404551947,0.0,-1.422987449609474,-0.3903974552784075,0.0,0.5,19,5,9,0,1,1,0,0,2,2,4,0,9,4,9,3,2,0,1,1,0,0,2.8233208168050106,3,-1.979999999999999,62.74480000000002,0,3,3,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cytidine,none,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D946D0>,11.510870653817083,11.510870653817083,0.05369758860334328,-1.3099310279667422,0.44893048923148937,32.88235294117647,243.21900000000002,230.11499999999995,243.085520516,94,0,0.3512126938330889,-0.39356685388765933,0.39356685388765933,0.3512126938330889,1.4705882352941178,2.176470588235294,2.7058823529411766,16.562986528413823,10.128301814895787,2.431834336964672,-2.1622368233688665,2.2736559889482395,-2.355745031918357,5.232082740016898,-0.054897640285205745,2.5654067136030916,2.319695265821785,437.59668686799665,12.576985790260121,8.801123223941447,8.801123223941447,8.040912557858759,5.014304277265206,5.014304277265206,3.7711079251974,3.7711079251974,2.642834143988184,2.642834143988184,1.7293735696353043,1.7293735696353043,-1.4800000000000002,7816.79425634862,11.98960467611348,4.414475063137193,2.025663273733915,95.89720926959055,25.790112615484354,24.129761941079934,6.22790117073487,0.0,0.0,5.689743398203474,4.567099647791355,4.794537184071822,4.9839785209472085,0.0,0.0,6.06636706846161,6.196843571613076,6.606881964512918,20.056445138322168,5.817862777835028,0.0,9.551078168738563,0.0,24.539800333979777,12.340549441675103,22.74749122234998,0.0,0.0,11.423410875365658,5.817862777835028,0.0,0.0,49.7894414810185,4.736862953800049,0.0,6.22790117073487,17.057747824146507,0.0,0.0,0.0,130.83,36.83642569669616,15.007591973753234,0.0,5.817862777835028,0.0,4.567099647791355,12.263210640074686,0.0,0.0,4.9839785209472085,15.57705782580294,6.187805177626606,0.0,14.98930933484505,28.15370186654909,4.629863315696649,0.05369758860334328,1.3711640211640213,-3.266372826908542,-0.4525018109095489,0.0,0.5555555555555556,17,5,8,0,1,1,0,0,1,1,4,0,8,4,8,2,2,0,1,1,0,0,3.1134006387985904,2,-2.562999999999999,55.918800000000026,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guanosine,attractant,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D94740>,11.650030076845553,11.650030076845553,0.03883172713529892,-1.2853127362055934,0.39813741611480424,30.15,283.244,270.14,283.091668516,108,0,0.2799859035983717,-0.3935668539266411,0.3935668539266411,0.2799859035983717,1.45,2.2,2.85,16.562565868428987,10.128540587356214,2.435194879062792,-2.1583986687662295,2.3019033075812785,-2.3267977635535173,5.701388957077193,-0.051060915294411376,2.930859771700486,2.0942646460475802,666.8934057944765,14.43879310982592,10.170986550251778,10.170986550251778,9.524075805453155,5.8741014968342,5.8741014968342,4.504077968271236,4.504077968271236,3.2419536901565347,3.2419536901565347,2.239121626859062,2.239121626859062,-2.0100000000000002,48948.28904716982,12.995480228858801,4.523214193005456,1.7750874074854295,111.00768220328652,25.790112615484354,18.31189916324491,17.39177910911886,5.948339280986494,5.559266895052008,0.0,14.345615352810384,4.9839785209472085,4.9839785209472085,0.0,0.0,0.0,0.0,12.934202039277459,20.056445138322168,17.112217219370486,0.0,19.51903521063298,0.0,24.539800333979777,12.340549441675103,16.68112415388837,0.0,0.0,11.292934372214193,5.948339280986494,0.0,0.0,59.75739852291292,4.736862953800049,0.0,6.22790117073487,11.121857258836364,0.0,11.16387793838399,0.0,159.51000000000002,36.705949193544704,15.007591973753232,0.0,17.112217219370486,0.0,0.0,10.894419722555895,0.0,0.0,14.951935562841626,15.577057825802939,6.643358843537415,0.0,21.768576546359284,28.734784291803145,5.115494483287142,-0.10093204102628683,0.0,-3.2143646069538914,-0.4469175170068027,0.0,0.5,20,6,10,0,1,1,0,0,2,2,4,0,9,5,10,3,2,0,1,1,0,0,2.939067030804796,3,-2.6866999999999988,65.57050000000001,0,3,3,1,0,4,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uridine,attractant,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D947B0>,11.446426209372637,11.446426209372637,0.4793347663139327,-1.3511555177626613,0.4435105912731593,32.88235294117647,244.203,232.10699999999994,244.069536104,94,0,0.33003538552295436,-0.39356685388776647,0.39356685388776647,0.33003538552295436,1.3529411764705883,2.0588235294117645,2.588235294117647,16.563026153695496,10.128430471070955,2.4311383369361366,-2.1598349546089404,2.2707533794359627,-2.3713176569234466,4.923590988441369,-0.05498871359544557,2.5654067136030916,2.3515193982482376,485.2500413425829,12.576985790260121,8.684807649715726,8.684807649715726,8.040912557858759,4.982539692402367,4.982539692402367,3.74626811859314,3.74626811859314,2.642467170356039,2.642467170356039,1.7375215972884066,1.7375215972884066,-1.4800000000000002,7816.79425634862,11.98960467611348,4.414475063137193,2.025663273733915,94.7188406726216,20.056445138322168,18.31189916324491,6.22790117073487,0.0,5.559266895052008,5.689743398203474,14.345615352810384,4.794537184071822,0.0,0.0,0.0,0.0,12.263210640074686,6.606881964512918,20.056445138322168,0.0,0.0,9.551078168738563,0.0,24.539800333979777,6.606881964512918,33.10129530147381,0.0,0.0,11.24901029325548,0.0,0.0,0.0,49.7894414810185,4.736862953800049,0.0,6.22790117073487,21.852285008218328,0.0,0.0,0.0,124.78000000000002,42.39569259174817,19.802129157825057,0.0,0.0,0.0,16.83031028786604,0.0,0.0,4.9839785209472085,0.0,9.843390348640755,6.082136243386244,0.0,24.30908171138826,28.071695300033596,-1.328395192953724,0.0,1.0933862433862431,-3.5819028722600166,-0.4793347663139327,0.0,0.5555555555555556,17,4,8,0,1,1,0,0,1,1,4,0,7,4,8,2,2,0,1,1,0,0,3.1134006387985904,2,-2.8518999999999983,54.332100000000025,0,3,3,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adenosine monophosphate,attractant,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D94820>,10.72513510873179,10.72513510873179,0.1418222697583269,-4.718945679090431,0.3901785445724403,28.52173913043478,347.22400000000005,333.112,347.06308441799996,126,0,0.46917068506123866,-0.38741947596718945,0.46917068506123866,0.38741947596718945,1.3043478260869565,2.0434782608695654,2.739130434782609,31.20446196719702,10.12838781941148,2.446939992488272,-2.160408579386094,2.383547245937351,-2.331836970107879,7.458301298770743,-0.05035230309137908,3.0072805184318585,1.851147527490978,723.5763093257813,16.77565640300939,11.498225896405142,12.392653087405057,10.776675564742527,6.423970871344678,7.954267614684897,4.9155882441756695,6.154941035364979,3.4054149504271494,3.890835511941931,2.3234894508463353,2.6646052046520934,-1.6600000000000001,165343.29018390202,16.2067005901362,5.760949153548595,3.0527631035740157,128.30354975942075,30.470408426148595,30.155919955625706,17.692941169337626,0.0,0.0,7.822697123132171,9.090846809503173,19.516983847772956,0.0,0.0,0.0,0.0,0.0,12.934202039277459,33.825536395629555,24.804437839351188,0.0,19.51903521063298,0.0,24.539800333979777,12.340549441675103,12.654640149529083,0.0,0.0,5.733667477162185,5.817862777835028,0.0,7.822697123132171,64.43769433357716,13.825658400443196,0.0,6.22790117073487,12.654640149529083,0.0,11.16387793838399,0.0,186.07,38.969379421624865,14.77810307461274,0.0,11.465039998602755,5.516700717616262,0.0,17.22173979732044,0.0,0.0,19.475682724553444,20.257353636467187,21.802568315039004,0.0,29.188479866983354,20.06106717687075,6.248276526466537,0.1418222697583269,0.0,-2.4898926256874048,-0.5944869614512474,-4.718945679090431,0.5,23,6,12,0,1,1,0,0,2,2,4,0,10,5,13,3,4,0,1,1,0,0,4.059390349850464,3,-1.863,73.65509999999999,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adenosine triphosphate,attractant,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D94890>,11.782949892052525,11.782949892052525,0.04258722959067773,-5.700390478984414,0.1974220337838805,28.451612903225808,507.18200000000013,491.05400000000014,506.99574546199983,174,0,0.4895429757303667,-0.3874194759592037,0.4895429757303667,0.3874194759592037,1.032258064516129,1.7096774193548387,2.3548387096774195,31.29809044072624,10.128387798554877,2.465036308770336,-2.1871992057544682,2.659136100811073,-2.3323849479080527,7.661522960804838,-0.05028149412407769,3.1335678968196685,1.6894094002007243,1048.8938471345416,23.189869965382485,14.920073440260428,17.603355013260167,14.190889127115621,7.919415986355012,12.440602959715893,6.0159991044178085,10.435969513204665,3.8162920703460483,7.618911986708959,2.6238660259734874,5.653748352261359,-1.3600000000000003,3947352.3460558397,24.285736405612447,8.53221316282703,5.714341420757948,171.21832907177668,40.257231631653546,30.155919955625706,17.692941169337626,0.0,0.0,23.46809136939651,9.090846809503173,28.647080417635614,8.621262739247173,0.0,0.0,0.0,0.0,12.934202039277459,61.36371891024433,40.44983208561553,0.0,19.51903521063298,0.0,24.539800333979777,12.340549441675103,12.654640149529083,0.0,0.0,5.733667477162185,5.817862777835028,0.0,23.46809136939651,74.22451753908211,31.577017709553026,0.0,6.22790117073487,12.654640149529083,0.0,11.16387793838399,0.0,279.12999999999994,54.61477366788921,28.801611247227875,0.0,16.98174071621902,0.0,6.3273200747645415,10.894419722555895,0.0,0.0,28.096945463800616,25.150765239219663,51.880931531626146,0.0,47.23967477770954,20.409625571874926,6.0019302310460345,0.04258722959067773,0.0,-3.690795049955521,-0.9561826814058958,-16.677771610485898,0.5,31,8,18,0,1,1,0,0,2,2,6,0,14,7,21,3,8,0,1,1,0,2,6.684228381577875,3,-1.6290000000000004,95.47570000000002,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
